19.0,13.0,16.0,16.0,17.0,14.0,13.0,17.0,13.0,15.0,17.0,20.0,17.0,27.0,18.0,14.0,12.0,16.0,12.0,13.0,23.0,16.0,14.0,15.0,17.0,16.0,18.0,15.0,19.0,15.0,10.0,21.0,12.0,15.0,11.0,17.0,16.0,19.0,19.0,18.0,22.0,18.0,19.0,15.0,17.0,15.0,18.0,13.0,17.0,22.0,13.0,14.0,20.0,15.0,10.0,18.0,19.0,19.0,21.0,32.0,39.0,40.0,43.0,45.0,52.0,52.0,62.0,57.0,227.0,277.0,338.0,229.0,330.0,389.0,174.0,378.0,351.0,146.0,30.0,19.0,14.0,17.0,16.0,32.0,37.0,30.0,61.0,243.0,374.0,481.0,375.0,341.0,257.0,269.0,244.0,191.0,119.0,105.0,124.0,131.0,157.0,193.0,249.0,339.0,388.0,426.0,457.0,410.0,485.0,345.0,562.0,380.0,408.0,235.0,290.0,352.0,362.0,287.0,235.0,104.0,67.0,33.0,24.0,19.0,20.0,32.0,23.0,39.0,32.0,20.0,23.0,23.0,23.0,17.0,15.0,23.0,27.0,23.0,23.0,13.0,15.0,14.0,14.0,26.0,47.0,62.0,73.0,67.0,83.0,59.0,24.0,34.0,23.0,28.0,19.0,24.0,21.0,9.0,19.0,24.0,23.0,13.0,18.0,14.0,15.0,15.0,15.0,19.0,14.0,19.0,17.0,15.0
16.0,10.0,19.0,9.0,14.0,10.0,15.0,14.0,18.0,17.0,19.0,22.0,14.0,10.0,17.0,21.0,12.0,18.0,13.0,16.0,18.0,18.0,15.0,16.0,9.0,14.0,10.0,13.0,11.0,10.0,11.0,14.0,10.0,13.0,12.0,16.0,18.0,11.0,17.0,14.0,17.0,19.0,15.0,12.0,16.0,10.0,25.0,32.0,34.0,36.0,34.0,40.0,31.0,37.0,59.0,146.0,348.0,309.0,371.0,298.0,245.0,261.0,201.0,61.0,41.0,24.0,17.0,21.0,19.0,104.0,67.0,67.0,66.0,118.0,233.0,247.0,247.0,241.0,225.0,123.0,122.0,97.0,120.0,114.0,97.0,106.0,127.0,155.0,128.0,185.0,218.0,165.0,247.0,381.0,286.0,285.0,356.0,331.0,262.0,202.0,117.0,163.0,150.0,107.0,142.0,82.0,93.0,27.0,17.0,19.0,14.0,21.0,19.0,20.0,16.0,23.0,23.0,12.0,23.0,17.0,18.0,23.0,20.0,15.0,21.0,16.0,17.0,17.0,15.0,19.0,30.0,21.0,28.0,24.0,19.0,27.0,27.0,19.0,19.0,18.0,21.0,19.0,11.0,18.0,21.0,15.0,14.0,14.0,18.0,12.0,16.0,14.0,17.0,16.0,15.0,13.0,12.0,13.0,13.0,17.0,19.0,13.0,12.0,21.0,14.0,14.0,15.0,10.0,18.0,10.0,17.0,19.0
20.0,17.0,12.0,16.0,17.0,22.0,18.0,15.0,17.0,9.0,16.0,16.0,14.0,20.0,16.0,15.0,15.0,14.0,18.0,14.0,11.0,13.0,11.0,13.0,17.0,11.0,14.0,14.0,19.0,12.0,17.0,10.0,10.0,16.0,13.0,13.0,17.0,13.0,13.0,21.0,12.0,16.0,15.0,26.0,34.0,42.0,36.0,58.0,74.0,79.0,167.0,268.0,254.0,225.0,240.0,242.0,240.0,136.0,50.0,21.0,15.0,15.0,10.0,13.0,82.0,83.0,45.0,42.0,134.0,192.0,151.0,133.0,155.0,107.0,108.0,103.0,102.0,99.0,110.0,113.0,98.0,112.0,175.0,236.0,190.0,305.0,309.0,235.0,327.0,255.0,219.0,254.0,260.0,294.0,278.0,227.0,197.0,168.0,184.0,163.0,91.0,24.0,14.0,28.0,18.0,16.0,18.0,15.0,17.0,20.0,15.0,13.0,25.0,20.0,14.0,12.0,17.0,17.0,17.0,11.0,17.0,17.0,29.0,33.0,35.0,48.0,49.0,22.0,25.0,31.0,26.0,13.0,21.0,11.0,19.0,15.0,11.0,16.0,14.0,15.0,11.0,17.0,16.0,9.0,12.0,16.0,11.0,15.0,18.0,17.0,15.0,15.0,14.0,17.0,16.0,14.0,17.0,8.0,13.0,17.0,16.0,16.0,8.0,19.0,12.0,10.0,8.0,12.0,17.0,14.0,17.0,16.0
29.0,22.0,19.0,15.0,16.0,9.0,14.0,8.0,12.0,11.0,8.0,17.0,17.0,18.0,16.0,15.0,21.0,7.0,15.0,15.0,22.0,12.0,14.0,16.0,15.0,18.0,20.0,9.0,11.0,15.0,19.0,12.0,19.0,16.0,18.0,19.0,19.0,12.0,23.0,18.0,24.0,42.0,53.0,53.0,56.0,52.0,60.0,194.0,241.0,218.0,193.0,233.0,242.0,353.0,294.0,290.0,59.0,26.0,23.0,16.0,18.0,16.0,106.0,37.0,40.0,49.0,191.0,228.0,214.0,185.0,172.0,129.0,107.0,114.0,131.0,130.0,138.0,135.0,134.0,150.0,162.0,208.0,184.0,357.0,325.0,284.0,299.0,240.0,329.0,334.0,270.0,308.0,257.0,248.0,151.0,154.0,134.0,116.0,162.0,67.0,50.0,20.0,19.0,16.0,21.0,13.0,22.0,18.0,19.0,17.0,22.0,16.0,15.0,11.0,16.0,20.0,14.0,19.0,11.0,21.0,19.0,13.0,12.0,18.0,13.0,21.0,52.0,49.0,32.0,26.0,22.0,23.0,18.0,21.0,16.0,17.0,12.0,17.0,14.0,13.0,11.0,8.0,14.0,15.0,14.0,9.0,7.0,18.0,10.0,10.0,18.0,12.0,13.0,15.0,9.0,17.0,10.0,17.0,16.0,15.0,15.0,17.0,17.0,15.0,14.0,13.0,13.0,9.0,11.0,15.0,13.0,11.0
27.0,17.0,18.0,17.0,18.0,16.0,14.0,16.0,18.0,18.0,15.0,15.0,16.0,17.0,13.0,16.0,13.0,14.0,11.0,16.0,17.0,15.0,13.0,11.0,16.0,18.0,16.0,14.0,10.0,18.0,21.0,15.0,17.0,9.0,16.0,12.0,16.0,28.0,24.0,15.0,20.0,15.0,30.0,31.0,37.0,43.0,50.0,44.0,102.0,218.0,223.0,271.0,171.0,242.0,282.0,222.0,270.0,242.0,199.0,72.0,29.0,17.0,24.0,19.0,71.0,61.0,22.0,51.0,96.0,243.0,289.0,266.0,232.0,273.0,214.0,172.0,160.0,115.0,106.0,110.0,84.0,108.0,123.0,124.0,233.0,265.0,313.0,193.0,237.0,256.0,271.0,236.0,308.0,250.0,228.0,161.0,114.0,137.0,181.0,159.0,70.0,49.0,28.0,16.0,15.0,19.0,10.0,12.0,13.0,34.0,18.0,15.0,15.0,16.0,19.0,9.0,17.0,13.0,17.0,18.0,15.0,20.0,14.0,13.0,18.0,35.0,32.0,25.0,34.0,23.0,21.0,19.0,14.0,12.0,19.0,15.0,9.0,15.0,16.0,11.0,9.0,17.0,14.0,17.0,16.0,10.0,16.0,13.0,15.0,16.0,16.0,19.0,21.0,14.0,16.0,12.0,15.0,16.0,12.0,16.0,17.0,15.0,12.0,15.0,19.0,15.0,27.0,43.0,50.0,30.0,92.0,109.0
25.0,17.0,16.0,18.0,16.0,16.0,12.0,14.0,15.0,14.0,16.0,12.0,14.0,16.0,14.0,17.0,11.0,12.0,7.0,17.0,11.0,17.0,13.0,11.0,22.0,16.0,16.0,16.0,20.0,35.0,48.0,58.0,53.0,65.0,101.0,159.0,255.0,229.0,214.0,249.0,366.0,391.0,289.0,199.0,66.0,23.0,25.0,18.0,18.0,15.0,84.0,102.0,67.0,48.0,28.0,149.0,202.0,221.0,161.0,169.0,156.0,124.0,99.0,99.0,77.0,76.0,71.0,76.0,111.0,121.0,137.0,191.0,223.0,195.0,204.0,298.0,336.0,288.0,269.0,246.0,256.0,293.0,235.0,270.0,177.0,177.0,254.0,139.0,69.0,24.0,27.0,23.0,20.0,19.0,16.0,22.0,19.0,15.0,12.0,18.0,16.0,12.0,17.0,13.0,13.0,17.0,23.0,21.0,18.0,16.0,15.0,14.0,21.0,16.0,16.0,28.0,51.0,47.0,36.0,32.0,28.0,22.0,22.0,10.0,17.0,9.0,15.0,16.0,12.0,15.0,20.0,13.0,12.0,10.0,6.0,16.0,19.0,19.0,19.0,14.0,11.0,16.0,17.0,21.0,26.0,29.0,36.0,24.0,22.0,22.0,19.0,18.0,17.0,15.0,14.0,19.0,20.0,17.0,11.0,15.0,14.0,18.0,16.0,19.0,17.0,12.0,18.0,15.0,10.0,14.0,16.0,17.0
14.0,17.0,17.0,19.0,22.0,12.0,15.0,18.0,11.0,18.0,13.0,12.0,15.0,17.0,19.0,12.0,11.0,15.0,13.0,14.0,15.0,14.0,8.0,16.0,17.0,23.0,15.0,19.0,14.0,24.0,14.0,8.0,14.0,18.0,18.0,12.0,25.0,24.0,23.0,22.0,18.0,31.0,27.0,29.0,26.0,24.0,22.0,28.0,30.0,27.0,32.0,42.0,45.0,48.0,54.0,70.0,49.0,189.0,312.0,249.0,293.0,316.0,391.0,290.0,267.0,286.0,153.0,31.0,27.0,13.0,14.0,19.0,18.0,61.0,76.0,71.0,51.0,120.0,243.0,216.0,222.0,222.0,164.0,174.0,146.0,111.0,103.0,105.0,109.0,106.0,113.0,118.0,129.0,173.0,191.0,254.0,273.0,289.0,212.0,361.0,430.0,259.0,282.0,386.0,311.0,231.0,307.0,361.0,251.0,166.0,50.0,77.0,39.0,25.0,17.0,18.0,13.0,17.0,13.0,15.0,18.0,12.0,12.0,22.0,33.0,21.0,29.0,11.0,22.0,19.0,14.0,21.0,19.0,17.0,11.0,18.0,17.0,23.0,32.0,30.0,21.0,25.0,20.0,23.0,16.0,22.0,18.0,16.0,16.0,17.0,12.0,18.0,17.0,20.0,21.0,19.0,18.0,14.0,13.0,11.0,13.0,22.0,23.0,22.0,19.0,20.0,16.0,20.0,20.0,15.0,13.0,19.0
14.0,11.0,14.0,13.0,16.0,14.0,17.0,8.0,14.0,17.0,17.0,15.0,14.0,15.0,13.0,18.0,13.0,11.0,14.0,15.0,12.0,15.0,14.0,13.0,16.0,17.0,18.0,9.0,11.0,8.0,10.0,20.0,21.0,10.0,19.0,17.0,23.0,15.0,11.0,15.0,19.0,12.0,14.0,17.0,14.0,13.0,15.0,20.0,25.0,34.0,40.0,47.0,43.0,145.0,194.0,175.0,269.0,152.0,252.0,244.0,262.0,324.0,285.0,135.0,27.0,30.0,14.0,16.0,15.0,42.0,139.0,26.0,59.0,45.0,222.0,175.0,209.0,239.0,152.0,164.0,110.0,108.0,95.0,116.0,97.0,92.0,111.0,102.0,115.0,154.0,221.0,276.0,186.0,284.0,275.0,257.0,224.0,269.0,332.0,187.0,179.0,146.0,206.0,274.0,155.0,94.0,60.0,27.0,21.0,19.0,13.0,18.0,18.0,12.0,21.0,20.0,29.0,40.0,25.0,27.0,27.0,21.0,15.0,37.0,47.0,61.0,62.0,18.0,22.0,35.0,39.0,57.0,34.0,32.0,28.0,55.0,48.0,21.0,15.0,19.0,21.0,18.0,17.0,15.0,18.0,16.0,16.0,13.0,17.0,19.0,18.0,18.0,17.0,13.0,17.0,15.0,21.0,14.0,18.0,16.0,15.0,15.0,14.0,19.0,16.0,17.0,21.0,19.0,19.0,12.0,17.0,19.0
13.0,15.0,14.0,14.0,20.0,15.0,18.0,11.0,17.0,16.0,18.0,10.0,22.0,11.0,15.0,17.0,17.0,11.0,16.0,12.0,14.0,17.0,16.0,9.0,19.0,16.0,13.0,15.0,10.0,12.0,11.0,17.0,10.0,16.0,16.0,18.0,39.0,50.0,50.0,74.0,58.0,218.0,213.0,237.0,271.0,208.0,306.0,324.0,286.0,165.0,203.0,55.0,25.0,19.0,13.0,14.0,106.0,118.0,32.0,65.0,99.0,239.0,118.0,227.0,211.0,144.0,144.0,114.0,96.0,143.0,110.0,102.0,101.0,102.0,126.0,114.0,153.0,223.0,228.0,180.0,236.0,253.0,233.0,331.0,303.0,338.0,412.0,313.0,346.0,367.0,312.0,353.0,229.0,202.0,166.0,60.0,13.0,15.0,24.0,24.0,19.0,19.0,17.0,13.0,14.0,17.0,14.0,17.0,17.0,15.0,17.0,10.0,19.0,9.0,8.0,20.0,11.0,17.0,18.0,23.0,61.0,43.0,31.0,28.0,25.0,21.0,10.0,17.0,19.0,10.0,17.0,12.0,15.0,18.0,13.0,10.0,17.0,15.0,13.0,10.0,10.0,9.0,13.0,81.0,62.0,70.0,26.0,23.0,16.0,13.0,15.0,16.0,13.0,13.0,17.0,15.0,13.0,12.0,15.0,10.0,12.0,7.0,14.0,14.0,13.0,12.0,16.0,13.0,15.0,10.0,16.0,11.0
22.0,20.0,19.0,15.0,17.0,24.0,14.0,12.0,15.0,15.0,14.0,16.0,16.0,13.0,16.0,16.0,12.0,20.0,13.0,15.0,11.0,10.0,15.0,19.0,20.0,24.0,50.0,45.0,52.0,75.0,210.0,265.0,292.0,214.0,302.0,270.0,330.0,356.0,272.0,125.0,31.0,17.0,19.0,15.0,19.0,99.0,94.0,66.0,76.0,69.0,230.0,234.0,228.0,282.0,163.0,168.0,159.0,133.0,97.0,97.0,94.0,81.0,124.0,136.0,119.0,162.0,230.0,266.0,302.0,423.0,312.0,316.0,320.0,265.0,348.0,261.0,346.0,310.0,263.0,248.0,170.0,200.0,307.0,172.0,83.0,34.0,19.0,16.0,17.0,12.0,19.0,14.0,18.0,15.0,13.0,20.0,17.0,15.0,26.0,22.0,18.0,21.0,14.0,12.0,19.0,15.0,18.0,75.0,32.0,55.0,43.0,43.0,41.0,24.0,25.0,14.0,16.0,19.0,16.0,10.0,11.0,16.0,24.0,17.0,15.0,15.0,22.0,16.0,19.0,17.0,17.0,11.0,19.0,17.0,10.0,17.0,15.0,11.0,7.0,16.0,16.0,19.0,17.0,18.0,20.0,17.0,20.0,17.0,20.0,12.0,22.0,16.0,16.0,18.0,12.0,16.0,12.0,8.0,13.0,15.0,12.0,10.0,21.0,15.0,19.0,12.0,16.0,14.0,12.0,16.0,20.0,13.0
