200,79,85
190,155,169
190,231,253
190,307,337
190,383,421
180,459,505
180,533,587
180,608,670
180,682,753
170,754,834
170,825,914
170,895,993
170,967,1073
180,1041,1155
180,1116,1237
180,1192,1321
180,1267,1405
190,1345,1491
190,1423,1577
190,1501,1663
190,1577,1749
200,1656,1837
200,1734,1923
200,1814,2012
