200,71,63
190,143,127
190,217,193
190,291,257
190,364,319
180,435,381
180,505,441
180,575,501
180,645,561
170,715,621
170,785,681
170,855,743
170,925,803
180,997,865
180,1069,929
180,1143,991
180,1216,1055
190,1290,1119
190,1365,1186
190,1441,1252
190,1516,1317
200,1593,1385
200,1669,1451
200,1747,1519
